id,repo_name,filename,line_number,column_number,issue_text,code,severity,confidence,cwe,found_by_count,all_sources,source,tool_issue_id,tool_test_name,combined_tool_ids,is_duplicate
3785,johnchuks_ravepay-python-sdk,johnchuks_ravepay-python-sdk/ravepaypysdk/utils/encryption.py,29,0,"Detected DES cipher or Triple DES algorithm which is considered insecure. This algorithm is not cryptographically secure and can be reversed easily. Use a secure symmetric cipher from the cryptodome package instead. Use secure stream ciphers such as ChaCha20, XChaCha20 and Salsa20, or a block cipher such as AES with a block size of 128 bits. When using a block cipher, use a modern mode of operation that also provides authentication, such as GCM.","    to_add = len(plain_text) % block_size
    pad_diff = block_size - to_add
    cipher = DES3.new(encrypted_key, DES3.MODE_ECB)
    plain_text = ""{}{}"".format(plain_text, """".join(chr(pad_diff) * pad_diff))
    encrypted = base64.b64encode(cipher.encrypt(plain_text))
",MEDIUM,HIGH,CWE-327: Use of a Broken or Risky Cryptographic Algorithm,1,semgrep,semgrep,python.pycryptodome.security.insecure-cipher-algorithm-des.insecure-cipher-algorithm-des,,semgrep:python.pycryptodome.security.insecure-cipher-algorithm-des.insecure-cipher-algorithm-des,False
3268,xymy_xycrypto,xymy_xycrypto/src/xycrypto/ciphers/Cryptography/_lib.py,17,12,"insecure ""cryptography"" attribute use",,HIGH,,,1,dlint,dlint,DUO134,,dlint:DUO134,False
3661,eruina_laffka,eruina_laffka/app/routes.py,149,0,"This code uses a 224-bit hash function, which is deprecated or disallowed in some security policies. Consider updating to a stronger hash function such as SHA-384 or higher to ensure compliance and security.","    if 'adminkey' not in session:
        abort(404)
    elif (session['adminkey']!=hashlib.sha224(configuration.Configuration.secret_key.encode('utf-8')).hexdigest()):
        abort(404)
    data = request.form
",MEDIUM,HIGH,CWE-327: Use of a Broken or Risky Cryptographic Algorithm,1,semgrep,semgrep,python.lang.security.audit.sha224-hash.sha224-hash,,semgrep:python.lang.security.audit.sha224-hash.sha224-hash,False
1940,Gubbi_trackr,Gubbi_trackr/src/service/prng.py,2,1,"insecure use of ""random"" module, prefer ""random.SystemRandom""",,HIGH,,,1,dlint,dlint,DUO102,,dlint:DUO102,False
1162,ivansarno_EllipticCurvesLibrary,ivansarno_EllipticCurvesLibrary/tests/utility_test.py,28,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"27     while t == 0:
28         t = random.randint(0, 30)
29     return (inverse(t, 31) * t) % 31 == 1",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1655,ti-technology_django_miniprogram_api,ti-technology_django_miniprogram_api/miniprogram_api/wechat_process.py,73,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"72     def ranstr(self, num):
73         salt = ''.join(random.sample(string.ascii_letters + string.digits, num))
74",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1529,raiden-network_raiden,raiden-network_raiden/raiden/tests/utils/factories.py,198,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"197 def make_withdraw_amount() -> WithdrawAmount:
198     return WithdrawAmount(random.randint(0, UINT256_MAX))
199",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1390,physics-sec_Linear-Cryptanalysis,physics-sec_Linear-Cryptanalysis/Python3/break-easy1.py,66,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"65     # this will be different with another cipher
66     key = random.getrandbits(18)
67     key = (key << 18) | key",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
3424,onyb_littlebit,onyb_littlebit/python/tests/cryptography/test_secp256k1.py,123,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"122         (1, 2),
123         (randint(0, 2 ** 256), randint(0, 2 ** 255)),
124         (randint(0, 2 ** 256), randint(0, 2 ** 255)),",LOW,HIGH,,1,bandit,bandit,B311,blacklist,bandit:B311|bandit:B311|bandit:B311|bandit:B311,False
2129,ashutosh1206_Crypton,ashutosh1206_Crypton/Block-Cipher/Attack-CBC-Bit-Flipping/Challenges/CNVService/AES_CNV_COOKIE.py,58,0,Use of weak MD5 hash for security. Consider usedforsecurity=False,"57             plain_text += plain_block
58             h = md5(block).digest()
59         return unpad(plain_text)",HIGH,HIGH,,1,bandit,bandit,B324,hashlib,bandit:B324,False
1370,openlabs_payment-gateway-beanstream,openlabs_payment-gateway-beanstream/tests/test_transaction.py,444,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"443                     'gateway': self.beanstream_gateway.id,
444                     'amount': random.randint(1, 5),
445                 }])",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
3445,tezos-reward-distributor-organization_tezos-reward-distributor,tezos-reward-distributor-organization_tezos-reward-distributor/src/util/wait_random.py,7,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"6 def wait_random(block_time):
7     slp_tm = randint(block_time // 2, block_time)
8     main_logger.debug(""Wait for {} seconds before trying again"".format(slp_tm))",LOW,HIGH,,1,bandit,bandit,B311,blacklist,bandit:B311,False
3380,emesik_mamona,emesik_mamona/test-project/sales/tests.py,32,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"31 		i = 1
32 		while i <= randint(1,10):
33 			self.o3.item_set.create(",LOW,HIGH,,1,bandit,bandit,B311,blacklist,bandit:B311,False
3563,Whompithian_css527-project3,Whompithian_css527-project3/algo.py,380,0,"Detected DES cipher or Triple DES algorithm which is considered insecure. This algorithm is not cryptographically secure and can be reversed easily. Use a secure symmetric cipher from the cryptodome package instead. Use secure stream ciphers such as ChaCha20, XChaCha20 and Salsa20, or a block cipher such as AES with a block size of 128 bits. When using a block cipher, use a modern mode of operation that also provides authentication, such as GCM.","    # result with each new operation
    algo_run = ['DES3']
    cipher = DES3.new(key, DES3.MODE_CBC, iv8)
    enctext = cipher.encrypt(message)
    enc_run = ['encrypt']
",MEDIUM,HIGH,CWE-327: Use of a Broken or Risky Cryptographic Algorithm,1,semgrep,semgrep,python.pycryptodome.security.insecure-cipher-algorithm-des.insecure-cipher-algorithm-des,,semgrep:python.pycryptodome.security.insecure-cipher-algorithm-des.insecure-cipher-algorithm-des,False
47,achow101_payment-proto-interface,achow101_payment-proto-interface/paymentrequest.py,279,0,"Call to requests with verify=False disabling SSL certificate checks, security issue.","278             try:
279                 r = requests.post(payurl.geturl(), data=pm, headers=ACK_HEADERS, verify=False)
280             except Exception as e:",HIGH,HIGH,,3,bandit|dlint|semgrep,bandit,B501,request_with_no_cert_validation,bandit:B501|semgrep:python.requests.security.disabled-cert-validation.disabled-cert-validation|dlint:DUO123,True
1926,DavidDual_Conector-Odoo-Sequra-Payment,DavidDual_Conector-Odoo-Sequra-Payment/payment_sequra/models/sequra.py,51,0,"Call to requests with verify=False disabling SSL certificate checks, security issue.","50                 auth=(self.sequra_user, self.sequra_pass),
51                 verify=False,
52                 data=data,
53                 headers=headers
54             )
55 
56     sequra_user = fields.Char('Sequra User')
57     sequra_pass = fields.Char('Sequra Password')
58     sequra_merchant = fields.Char('Sequra Merchant')",HIGH,HIGH,,1,bandit,bandit,B501,request_with_no_cert_validation,bandit:B501,False
1595,shan18_Kart,shan18_Kart/src/kart/utils.py,25,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"24 def unique_key_generator(instance):
25     size = random.randint(30, 45)
26     new_key = random_string_generator(size=size)",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
3237,shiva-ra_PaymentService,shiva-ra_PaymentService/app/payment_gateways.py,1,1,"insecure use of ""random"" module, prefer ""random.SystemRandom""",,HIGH,,,1,dlint,dlint,DUO102,,dlint:DUO102,False
3269,yazidbouallagui_cyptobox,yazidbouallagui_cyptobox/asymetric.py,4,1,"use of ""Crypto"" module is insecure",,HIGH,,,1,dlint,dlint,DUO133,,dlint:DUO133,False
3155,raiden-network_raiden,raiden-network_raiden/raiden/transfer/token_network.py,282,30,"insecure use of ""random"" module, prefer ""random.SystemRandom""",,HIGH,,,1,dlint,dlint,DUO102,,dlint:DUO102,False
341,CavidRzayev_payment-az,CavidRzayev_payment-az/payment/azericard.py,66,0,Use of weak MD5 hash for security. Consider usedforsecurity=False,"65         irand = random.randint(1, 10000000)
66         nonce = substr(hashlib.md5(str(irand).encode('utf-8')).hexdigest(), 0, 16)
67         oper_time = gmdate(""%Y%m%d%H%I%S"")",HIGH,HIGH,,2,bandit|dlint,bandit,B324,hashlib,bandit:B324|dlint:DUO130,True
749,AustinAkerley_crypto,AustinAkerley_crypto/crypto/src/mod_sqrt.py,37,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"36         e = s
37         z = random.randint(1,modulus-1)
38         while legendre_symbol(z, modulus) != -1: # z is a non-quadratic residue",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1676,ubergrape_django-abo,ubergrape_django-abo/abo/factories.py,19,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"18     name = factory.LazyAttribute(lambda o: ""{} {}{}"".format(
19         random.choice(['Simple', 'Almost Free', 'Wow so', 'Lean', 'Product']),
20         random.choice(['Premium', 'Pro', 'Plus', 'Extended', 'Enterprise']),",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|bandit:B311|dlint:DUO102|dlint:DUO102,True
1945,HRodriguez_svelib,HRodriguez_svelib/PloneVoteCryptoLib/plonevotecryptolib/Threshold/ThresholdDecryptionCombinator.py,43,1,"use of ""Crypto"" module is insecure",,HIGH,,,1,dlint,dlint,DUO133,,dlint:DUO133,False
3664,eruina_laffka,eruina_laffka/app/routes.py,189,0,"This code uses a 224-bit hash function, which is deprecated or disallowed in some security policies. Consider updating to a stronger hash function such as SHA-384 or higher to ensure compliance and security.","    if 'adminkey' not in session:
        abort(404)
    elif (session['adminkey']!=hashlib.sha224(configuration.Configuration.secret_key.encode('utf-8')).hexdigest()):
        abort(404)
    database=Database()
",MEDIUM,HIGH,CWE-327: Use of a Broken or Risky Cryptographic Algorithm,1,semgrep,semgrep,python.lang.security.audit.sha224-hash.sha224-hash,,semgrep:python.lang.security.audit.sha224-hash.sha224-hash,False
3299,DrMartiner_django-yandex-kassa,DrMartiner_django-yandex-kassa/yandex_kassa/tests/base_test.py,16,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"15         params = dict(name=self.random,
16                       price=randint(1, 9))
17         params.update(**kwargs)",LOW,HIGH,,1,bandit,bandit,B311,blacklist,bandit:B311,False
325,mgrabovsky_cryptoverif-py-lib,mgrabovsky_cryptoverif-py-lib/wlskout/crypto.py,123,0,"Use of insecure MD2, MD4, MD5, or SHA1 hash function.","122             padding.MGF1(hashes.SHA1()),
123             hashes.SHA1(),
124             None))",MEDIUM,HIGH,,3,bandit|dlint|semgrep,bandit,B303,blacklist,bandit:B303|semgrep:python.cryptography.security.insecure-hash-algorithms.insecure-hash-algorithm-sha1|dlint:DUO134,True
191,matthiask_django-mooch,matthiask_django-mooch/mooch/postfinance.py,71,0,Use of weak SHA1 hash for security. Consider usedforsecurity=False,"70 
71         postfinance[""SHASign""] = sha1(
72             (
73                 """".join(
74                     (
75                         postfinance[""orderID""],
76                         postfinance[""amount""],
77                         postfinance[""currency""],
78                         postfinance[""PSPID""],
79                         self.sha1_in,
80                     )
81                 )
82             ).encode(""utf-8"")
83         ).hexdigest()
84",HIGH,HIGH,,3,bandit|dlint|semgrep,bandit,B324,hashlib,bandit:B324|semgrep:python.lang.security.insecure-hash-algorithms.insecure-hash-algorithm-sha1|dlint:DUO130,True
1723,JUNICHIFUJIO_CryptoTests,JUNICHIFUJIO_CryptoTests/FinalMain.py,839,0,"Use of insecure MD2, MD4, MD5, or SHA1 hash function.","838             for x in range(n_hashes):
839                 h = Crypto.Hash.MD5.new()
840                 h.update(message_byte_array)",MEDIUM,HIGH,,2,bandit|semgrep,bandit,B303,blacklist,bandit:B303|semgrep:python.pycryptodome.security.insecure-hash-algorithm-md5.insecure-hash-algorithm-md5,True
1492,raiden-network_raiden,raiden-network_raiden/raiden/tests/unit/transfer/mediated_transfer/test_mediatorstate.py,1132,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"1131     block_number = BlockNumber(1)
1132     pseudo_random_generator = random.Random()
1133",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1403,pyGuru123_Decrypto,pyGuru123_Decrypto/decrypto/src/rsa_cipher.py,22,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"21         while RSACipher.gcd(e, totient) != 1:
22             e = random.randint(2, totient - 1)
23",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
3654,edwardpopoola_flutterwave-python,edwardpopoola_flutterwave-python/flutterwave/utils.py,93,0,"Detected DES cipher or Triple DES algorithm which is considered insecure. This algorithm is not cryptographically secure and can be reversed easily. Use a secure symmetric cipher from the cryptodome package instead. Use secure stream ciphers such as ChaCha20, XChaCha20 and Salsa20, or a block cipher such as AES with a block size of 128 bits. When using a block cipher, use a modern mode of operation that also provides authentication, such as GCM.","        md5Key = ""{}{}"".format(md5Key, md5Key[0:8])

        cipher = DES3.new(md5Key, DES3.MODE_ECB)

        decrypted = cipher.decrypt(base64.b64decode(ciphertext))
",MEDIUM,HIGH,CWE-327: Use of a Broken or Risky Cryptographic Algorithm,1,semgrep,semgrep,python.pycryptodome.security.insecure-cipher-algorithm-des.insecure-cipher-algorithm-des,,semgrep:python.pycryptodome.security.insecure-cipher-algorithm-des.insecure-cipher-algorithm-des,False
2980,knovichikhin_pyemv,knovichikhin_pyemv/pyemv/mac.py,97,0,Use of insecure cipher cryptography.hazmat.primitives.ciphers.algorithms.TripleDES. Replace with a known secure cipher such as AES.,"96     cipher2 = _Cipher(
97         _algorithms.TripleDES(key2), _modes.CBC(data), backend=_default_backend()
98     )",HIGH,HIGH,,1,bandit,bandit,B304,blacklist,bandit:B304,False
864,OptimalPayments_Python_SDK,OptimalPayments_Python_SDK/src/sample_application/RandomTokenGenerator.py,22,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"21     def generateToken(self):
22         token = ''.join(random.choice(string.ascii_lowercase + string.digits) for x in range(16))  # @UnusedVariable
23         return (token)",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1939,Gubbi_trackr,Gubbi_trackr/lib/oauth2client/crypt.py,141,3,"use of ""Crypto"" module is insecure",,HIGH,,,1,dlint,dlint,DUO133,,dlint:DUO133|dlint:DUO133,False
1249,laerteallan_challange,laerteallan_challange/challenge/models/boleto.py,37,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"36         numbers = ""0123456789""
37         return """".join(random.choice(numbers) for character in range(48))
38",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1634,teamsempo_SempoBlockchain,teamsempo_SempoBlockchain/app/server/utils/mock_data.py,109,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"108 
109     phone = '+1' + ''.join([str(random.randint(0,10)) for i in range(0, 10)])
110",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
772,ChanMo_django-payment-cn,ChanMo_django-payment-cn/payment/douyin.py,37,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"36 
37         return ''.join(random.choice(string.ascii_lowercase + string.digits) for _ in range(length))
38",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1516,raiden-network_raiden,raiden-network_raiden/raiden/tests/unit/transfer/mediated_transfer/test_targetstate.py,532,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"531     balance_proof_state_change = ReceiveUnlock(
532         message_identifier=random.randint(0, UINT64_MAX),
533         secret=UNIT_SECRET,",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
2439,boppreh_simplecrypto,boppreh_simplecrypto/simplecrypto/key.py,4,1,"use of ""Crypto"" module is insecure",,HIGH,,,1,dlint,dlint,DUO133,,dlint:DUO133|dlint:DUO133,False
3442,shiva-ra_PaymentService,shiva-ra_PaymentService/app/payment_gateways.py,30,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"29     def successful(self):
30         return choices([True, False], [self.p_success, 1 - self.p_success])[0]
31",LOW,HIGH,,1,bandit,bandit,B311,blacklist,bandit:B311,False
1373,openlabs_payment-gateway-beanstream,openlabs_payment-gateway-beanstream/tests/test_transaction.py,514,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"513                     'gateway': self.beanstream_gateway.id,
514                     'amount': random.randint(6, 10),
515                     'state': 'in-progress',",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1932,Ereddon_stellite-card-server,Ereddon_stellite-card-server/stelliteCardServer.py,12,1,"use of ""Crypto"" module is insecure",,HIGH,,,1,dlint,dlint,DUO133,,dlint:DUO133|dlint:DUO133|dlint:DUO133,False
1499,raiden-network_raiden,raiden-network_raiden/raiden/tests/unit/transfer/mediated_transfer/test_mediatorstate.py,1741,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"1740     expiration = 30
1741     pseudo_random_generator = random.Random()
1742",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
829,Lonero-Team_Decentralized-Internet,Lonero-Team_Decentralized-Internet/clusterpost/bigchaindb/tests/conftest.py,312,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"311                 [([user_pk], 1)],
312                 metadata={'msg': random.random()},
313             ).sign([alice.private_key])",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1201,jpvitan_rsa-jpv,jpvitan_rsa-jpv/marsa/compute.py,361,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"360 def rabin_miller(p: int) -> bool:
361     a = random.randint(1, p - 1)
362     s = 0",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
3263,vericant_wechat_pay,vericant_wechat_pay/wechat_pay_v3/sign_manager.py,10,1,"use of ""Crypto"" module is insecure",,HIGH,,,1,dlint,dlint,DUO133,,dlint:DUO133|dlint:DUO133,False
1594,shan18_Kart,shan18_Kart/src/kart/utils.py,21,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"20 def random_string_generator(size=10, chars=string.ascii_lowercase + string.digits):
21     return ''.join(random.choice(chars) for _ in range(size))
22",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
3093,raiden-network_raiden,raiden-network_raiden/raiden/network/transport/matrix/transport.py,8,1,"insecure use of ""random"" module, prefer ""random.SystemRandom""",,HIGH,,,1,dlint,dlint,DUO102,,dlint:DUO102,False
1458,raiden-network_raiden,raiden-network_raiden/raiden/tests/unit/test_tokennetwork.py,431,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"430 
431     pseudo_random_generator = random.Random()
432",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
3972,codenerix_django-codenerix-payments,codenerix_django-codenerix-payments/codenerix_payments/models.py,671,0,"Detected a request using 'http://'. This request will be unencrypted, and attackers could listen into traffic on the network and be able to obtain sensitive information. Use 'https://' instead.",,INFO,HIGH,,1,semgrep,semgrep,python.lang.security.audit.insecure-transport.requests.request-with-http.request-with-http,request-with-http,semgrep:python.lang.security.audit.insecure-transport.requests.request-with-http.request-with-http,False
1550,rijkstofberg_paymentintegrations,rijkstofberg_paymentintegrations/paymentintegrations/tests/test_setTransaction.py,29,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"28             demo_mode = 'true',
29             merchant_ref = random.randrange(1,10+1),
30             notification_url = 'http://www.example.com/notify',",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
3880,timgabets_pynblock,timgabets_pynblock/pynblock/tools.py,141,0,"Detected DES cipher or Triple DES algorithm which is considered insecure. This algorithm is not cryptographically secure and can be reversed easily. Use a secure symmetric cipher from the cryptodome package instead. Use secure stream ciphers such as ChaCha20, XChaCha20 and Salsa20, or a block cipher such as AES with a block size of 128 bits. When using a block cipher, use a modern mode of operation that also provides authentication, such as GCM.","    tsp = exp_date + service_code + b'000000000'
    des_cipher = DES.new(B2raw(CVK[:16]))
    des3_cipher = DES3.new(B2raw(CVK), DES3.MODE_ECB)
        
    block1 = xor(raw2B(des_cipher.encrypt(B2raw(account_number))), tsp)
",MEDIUM,HIGH,CWE-327: Use of a Broken or Risky Cryptographic Algorithm,1,semgrep,semgrep,python.pycryptodome.security.insecure-cipher-algorithm-des.insecure-cipher-algorithm-des,,semgrep:python.pycryptodome.security.insecure-cipher-algorithm-des.insecure-cipher-algorithm-des,False
3105,raiden-network_raiden,raiden-network_raiden/raiden/transfer/channel.py,1942,30,"insecure use of ""random"" module, prefer ""random.SystemRandom""",,HIGH,,,1,dlint,dlint,DUO102,,dlint:DUO102,False
780,Czechbol_mathcrypto,Czechbol_mathcrypto/mathcrypto/cryptography/primes.py,19,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"18         while not cls.is_probable_prime_fermat(prime):
19             prime = random.getrandbits(bit_length)
20         return prime",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
145,intelligenia_django-virtual-pos,intelligenia_django-virtual-pos/djangovirtualpos/models.py,3520,0,Use of weak SHA1 hash for security. Consider usedforsecurity=False,"3519 
3520         firma1 = hashlib.sha1(signature1).hexdigest()
3521         dlprint(u""FIRMA1 datos: {0}"".format(signature1))",HIGH,HIGH,,3,bandit|dlint|semgrep,bandit,B324,hashlib,bandit:B324|semgrep:python.lang.security.insecure-hash-algorithms.insecure-hash-algorithm-sha1|dlint:DUO130,True
3259,trbs_rfc3161ng,trbs_rfc3161ng/rfc3161ng/api.py,194,9,"insecure ""cryptography"" attribute use",,HIGH,,,1,dlint,dlint,DUO134,,dlint:DUO134,False
225,openlabs_payment-gateway-beanstream,openlabs_payment-gateway-beanstream/beanstream_api.py,98,0,Use of weak SHA1 hash for security. Consider usedforsecurity=False,"97         if self.hash_key:
98             hashobj = hashlib.sha1()
99             hashobj.update(data + self.hash_key)",HIGH,HIGH,,3,bandit|dlint|semgrep,bandit,B324,hashlib,bandit:B324|semgrep:python.lang.security.insecure-hash-algorithms.insecure-hash-algorithm-sha1|dlint:DUO130,True
